user_id,signup_date,plan_type,monthly_price,city,churn_date
1487,2024-07-01,Annual,2499,Pune,
1488,2024-07-01,Monthly,299,Patna,
1489,2024-07-01,Monthly,299,Pune,2025-08-01
1490,2024-07-01,Annual,2499,Ahmedabad,
1491,2024-07-01,Annual,2499,Hyderabad,
1492,2024-07-01,Monthly,299,Ahmedabad,2024-10-01
1493,2024-07-01,Annual,2499,Hyderabad,
1494,2024-07-01,Monthly,299,Jaipur,2025-11-01
1495,2024-07-01,Monthly,299,Hyderabad,2026-04-01
1496,2024-07-01,Monthly,299,Kolkata,2024-08-01
1497,2024-07-01,Monthly,299,Mumbai,2024-08-01
1498,2024-07-01,Annual,2499,Pune,
1499,2024-07-01,Annual,2499,Pune,
1500,2024-07-01,Annual,2499,Pune,
1501,2024-07-01,Monthly,299,Patna,2026-03-01
1502,2024-07-01,Monthly,299,Delhi,2024-10-01
1503,2024-07-01,Annual,2499,Kolkata,
1504,2024-07-01,Monthly,299,Mumbai,2024-08-01
1505,2024-07-01,Monthly,299,Patna,2024-08-01
1506,2024-07-01,Annual,2499,Patna,
1507,2024-07-01,Annual,2499,Ahmedabad,2024-10-01
1508,2024-07-01,Monthly,299,Mumbai,2025-01-01
1509,2024-07-01,Monthly,299,Kolkata,2026-01-01
1510,2024-07-01,Monthly,299,Kolkata,
1511,2024-07-01,Monthly,299,Hyderabad,
1512,2024-07-01,Monthly,299,Bengaluru,2024-10-01
1513,2024-07-01,Monthly,299,Mumbai,2025-06-01
1514,2024-07-01,Annual,2499,Mumbai,2025-08-01
1515,2024-07-01,Monthly,299,Bengaluru,2024-10-01
1516,2024-07-01,Monthly,299,Ahmedabad,
1517,2024-07-01,Monthly,299,Chennai,2024-11-01
1518,2024-07-01,Monthly,299,Hyderabad,
1519,2024-07-01,Monthly,299,Bengaluru,2024-08-01
1520,2024-07-01,Monthly,299,Mumbai,
1521,2024-07-01,Monthly,299,Chennai,2024-09-01
1522,2024-07-01,Annual,2499,Chennai,
1523,2024-07-01,Annual,2499,Patna,
1524,2024-07-01,Annual,2499,Delhi,
1525,2024-07-01,Annual,2499,Pune,
1526,2024-07-01,Monthly,299,Ahmedabad,
1527,2024-07-01,Annual,2499,Delhi,
1528,2024-07-01,Monthly,299,Chennai,2024-09-01
1529,2024-07-01,Monthly,299,Patna,2024-11-01
1530,2024-07-01,Monthly,299,Hyderabad,2025-07-01
1531,2024-07-01,Monthly,299,Pune,2024-08-01
1532,2024-07-01,Monthly,299,Hyderabad,
1533,2024-07-01,Monthly,299,Chennai,2024-08-01
1534,2024-07-01,Annual,2499,Jaipur,
1535,2024-07-01,Monthly,299,Bengaluru,2026-05-01
1536,2024-07-01,Annual,2499,Kolkata,
1537,2024-07-01,Monthly,299,Hyderabad,2025-01-01
1538,2024-07-01,Monthly,299,Ahmedabad,2024-08-01
1539,2024-07-01,Annual,2499,Mumbai,
1540,2024-07-01,Annual,2499,Delhi,
1541,2024-07-01,Monthly,299,Hyderabad,2025-12-01
1542,2024-07-01,Annual,2499,Jaipur,
1543,2024-07-01,Monthly,299,Ahmedabad,2026-08-01
1544,2024-07-01,Monthly,299,Pune,2025-01-01
1545,2024-07-01,Monthly,299,Bengaluru,
1546,2024-07-01,Annual,2499,Mumbai,2025-04-01
1547,2024-07-01,Annual,2499,Chennai,
1548,2024-07-01,Monthly,299,Mumbai,2024-08-01
1549,2024-07-01,Monthly,299,Pune,2024-10-01
1550,2024-07-01,Monthly,299,Pune,
1551,2024-07-01,Annual,2499,Ahmedabad,
1552,2024-07-01,Monthly,299,Hyderabad,2024-09-01
1553,2024-07-01,Monthly,299,Mumbai,2024-08-01
1554,2024-07-01,Monthly,299,Pune,2025-12-01
1555,2024-07-01,Monthly,299,Chennai,2025-05-01
1556,2024-07-01,Monthly,299,Patna,
1557,2024-07-01,Monthly,299,Pune,2024-09-01
1558,2024-07-01,Monthly,299,Bengaluru,2025-08-01
1559,2024-07-01,Monthly,299,Hyderabad,2025-10-01
1560,2024-07-01,Annual,2499,Ahmedabad,2025-02-01
1561,2024-07-01,Monthly,299,Delhi,2025-05-01
1562,2024-07-01,Monthly,299,Jaipur,
1563,2024-07-01,Monthly,299,Bengaluru,2025-10-01
1564,2024-07-01,Monthly,299,Pune,2026-02-01
1565,2024-07-01,Annual,2499,Jaipur,
1566,2024-07-01,Monthly,299,Jaipur,
1567,2024-07-01,Monthly,299,Chennai,2024-10-01
1568,2024-07-01,Monthly,299,Hyderabad,2024-09-01
1569,2024-07-01,Monthly,299,Pune,2024-10-01
1570,2024-07-01,Monthly,299,Delhi,2024-09-01
1571,2024-07-01,Monthly,299,Jaipur,2024-12-01
1572,2024-07-01,Monthly,299,Pune,2025-11-01
1573,2024-07-01,Annual,2499,Delhi,
1574,2024-07-01,Annual,2499,Jaipur,
1575,2024-07-01,Annual,2499,Ahmedabad,
1576,2024-07-01,Monthly,299,Bengaluru,2026-01-01
1577,2024-07-01,Monthly,299,Hyderabad,2024-08-01
1578,2024-07-01,Monthly,299,Chennai,
1579,2024-07-01,Monthly,299,Ahmedabad,2024-08-01
1580,2024-07-01,Monthly,299,Hyderabad,2024-08-01
1581,2024-07-01,Monthly,299,Hyderabad,2025-03-01
1582,2024-07-01,Annual,2499,Pune,
1583,2024-07-01,Monthly,299,Kolkata,2025-06-01
1584,2024-07-01,Monthly,299,Patna,2025-08-01
1585,2024-07-01,Monthly,299,Patna,2024-09-01
1586,2024-07-01,Monthly,299,Kolkata,
1587,2024-07-01,Annual,2499,Delhi,2026-06-01
1588,2024-07-01,Monthly,299,Ahmedabad,2024-11-01
1589,2024-07-01,Annual,2499,Chennai,2026-05-01
1590,2024-07-01,Monthly,299,Pune,2024-10-01
1591,2024-07-01,Annual,2499,Patna,
1592,2024-07-01,Monthly,299,Kolkata,2024-08-01
1593,2024-07-01,Monthly,299,Mumbai,2024-08-01
1594,2024-07-01,Monthly,299,Delhi,2025-04-01
1595,2024-07-01,Monthly,299,Mumbai,2024-08-01
1596,2024-07-01,Monthly,299,Delhi,2024-08-01
1597,2024-07-01,Monthly,299,Patna,
1598,2024-07-01,Annual,2499,Bengaluru,
1599,2024-07-01,Annual,2499,Mumbai,2024-08-01
1600,2024-07-01,Annual,2499,Pune,
1601,2024-07-01,Annual,2499,Mumbai,
1602,2024-07-01,Monthly,299,Jaipur,2025-06-01
1603,2024-07-01,Annual,2499,Jaipur,
1604,2024-07-01,Annual,2499,Patna,
1605,2024-07-01,Monthly,299,Delhi,2024-11-01
1606,2024-07-01,Monthly,299,Pune,2025-06-01
1607,2024-07-01,Monthly,299,Mumbai,
1608,2024-07-01,Monthly,299,Ahmedabad,2025-06-01
1609,2024-07-01,Monthly,299,Pune,
1610,2024-07-01,Monthly,299,Kolkata,2024-11-01
1611,2024-07-01,Annual,2499,Bengaluru,
1612,2024-07-01,Annual,2499,Patna,2026-04-01
1613,2024-07-01,Monthly,299,Chennai,2025-03-01
1614,2024-07-01,Monthly,299,Ahmedabad,2025-06-01
1615,2024-07-01,Monthly,299,Ahmedabad,2024-11-01
1616,2024-07-01,Monthly,299,Bengaluru,2026-02-01
1617,2024-07-01,Monthly,299,Mumbai,2024-12-01
1618,2024-07-01,Monthly,299,Bengaluru,2025-03-01
1619,2024-07-01,Monthly,299,Mumbai,
1620,2024-07-01,Monthly,299,Bengaluru,2024-08-01
1621,2024-07-01,Monthly,299,Jaipur,2024-09-01
1622,2024-07-01,Annual,2499,Patna,2025-10-01
1623,2024-07-01,Annual,2499,Kolkata,
1624,2024-07-01,Monthly,299,Kolkata,2026-05-01
1625,2024-07-01,Monthly,299,Pune,2025-10-01
1626,2024-07-01,Annual,2499,Bengaluru,
1627,2024-07-01,Monthly,299,Kolkata,
1628,2024-07-01,Annual,2499,Bengaluru,
1629,2024-07-01,Monthly,299,Bengaluru,2025-07-01
1630,2024-07-01,Annual,2499,Bengaluru,
1631,2024-07-01,Monthly,299,Delhi,2024-08-01
1632,2024-07-01,Monthly,299,Mumbai,2024-08-01
1633,2024-07-01,Monthly,299,Patna,2025-09-01
1634,2024-07-01,Annual,2499,Bengaluru,
1635,2024-07-01,Monthly,299,Jaipur,2025-11-01
1636,2024-07-01,Monthly,299,Mumbai,2025-01-01
1637,2024-07-01,Annual,2499,Pune,
1638,2024-07-01,Monthly,299,Bengaluru,2024-11-01
1639,2024-07-01,Annual,2499,Pune,
1640,2024-07-01,Monthly,299,Hyderabad,2025-03-01
1641,2024-07-01,Monthly,299,Patna,2024-08-01
1642,2024-07-01,Monthly,299,Ahmedabad,2024-11-01
1643,2024-07-01,Annual,2499,Ahmedabad,
1644,2024-07-01,Monthly,299,Pune,2024-09-01
1645,2024-07-01,Monthly,299,Hyderabad,2024-12-01
1646,2024-07-01,Monthly,299,Mumbai,2024-09-01
1647,2024-07-01,Monthly,299,Pune,
1648,2024-07-01,Monthly,299,Patna,2024-11-01
1649,2024-07-01,Monthly,299,Delhi,2024-08-01
1650,2024-07-01,Monthly,299,Delhi,2024-08-01
1651,2024-07-01,Monthly,299,Hyderabad,
1652,2024-07-01,Monthly,299,Chennai,2025-04-01
1653,2024-07-01,Monthly,299,Delhi,
1654,2024-07-01,Annual,2499,Kolkata,
1655,2024-07-01,Monthly,299,Pune,2026-07-01
1656,2024-07-01,Monthly,299,Pune,2025-04-01
1657,2024-07-01,Monthly,299,Patna,2025-12-01
1658,2024-07-01,Monthly,299,Mumbai,2024-09-01
1659,2024-07-01,Monthly,299,Jaipur,2024-09-01
1660,2024-07-01,Monthly,299,Hyderabad,
1661,2024-07-01,Annual,2499,Chennai,
1662,2024-07-01,Monthly,299,Jaipur,2024-09-01
1663,2024-07-01,Monthly,299,Ahmedabad,2024-12-01
1664,2024-07-01,Monthly,299,Jaipur,2024-09-01
1665,2024-07-01,Annual,2499,Hyderabad,
1666,2024-07-01,Monthly,299,Pune,2024-10-01
1667,2024-07-01,Monthly,299,Delhi,2025-02-01
1668,2024-07-01,Annual,2499,Jaipur,2026-08-01
1669,2024-07-01,Annual,2499,Chennai,
1670,2024-07-01,Monthly,299,Chennai,
1671,2024-07-01,Monthly,299,Hyderabad,
1672,2024-07-01,Monthly,299,Chennai,2024-10-01
1673,2024-07-01,Monthly,299,Kolkata,2025-04-01
1674,2024-07-01,Monthly,299,Jaipur,2024-10-01
1675,2024-07-01,Monthly,299,Chennai,2025-05-01
1676,2024-07-01,Monthly,299,Delhi,2026-07-01
1677,2024-07-01,Annual,2499,Hyderabad,2025-01-01
1678,2024-07-01,Monthly,299,Patna,
1679,2024-07-01,Monthly,299,Hyderabad,
1680,2024-07-01,Monthly,299,Kolkata,2026-05-01
1681,2024-07-01,Monthly,299,Kolkata,2026-06-01
1682,2024-07-01,Monthly,299,Delhi,2024-12-01
1683,2024-07-01,Monthly,299,Patna,2024-08-01
1684,2024-07-01,Monthly,299,Ahmedabad,2024-08-01
1685,2024-07-01,Monthly,299,Patna,
1686,2024-07-01,Monthly,299,Chennai,2025-04-01
1687,2024-07-01,Annual,2499,Chennai,
1688,2024-07-01,Annual,2499,Hyderabad,2025-02-01
1689,2024-07-01,Monthly,299,Ahmedabad,
1690,2024-07-01,Monthly,299,Pune,2025-05-01
1691,2024-07-01,Monthly,299,Ahmedabad,
1692,2024-07-01,Monthly,299,Jaipur,
1693,2024-07-01,Monthly,299,Pune,2026-08-01
1694,2024-07-01,Monthly,299,Kolkata,2024-08-01
1695,2024-07-01,Monthly,299,Patna,2026-05-01
1696,2024-07-01,Monthly,299,Kolkata,2024-08-01
1697,2024-07-01,Annual,2499,Jaipur,2024-08-01
1698,2024-07-01,Monthly,299,Kolkata,2026-07-01
1699,2024-07-01,Annual,2499,Mumbai,
1700,2024-07-01,Annual,2499,Ahmedabad,2025-05-01
1701,2024-07-01,Monthly,299,Kolkata,2024-10-01
1702,2024-07-01,Monthly,299,Delhi,2024-08-01
1703,2024-07-01,Monthly,299,Chennai,2024-09-01
1704,2024-07-01,Monthly,299,Mumbai,2024-08-01
1705,2024-07-01,Monthly,299,Jaipur,2024-09-01
1706,2024-07-01,Annual,2499,Bengaluru,
1707,2024-07-01,Monthly,299,Ahmedabad,2024-08-01
1708,2024-07-01,Annual,2499,Pune,
1709,2024-07-01,Annual,2499,Hyderabad,2025-06-01
1710,2024-07-01,Monthly,299,Chennai,2024-09-01
1711,2024-07-01,Monthly,299,Patna,2025-06-01
1712,2024-07-01,Annual,2499,Ahmedabad,
1713,2024-07-01,Monthly,299,Ahmedabad,2025-03-01
1714,2024-07-01,Monthly,299,Hyderabad,2024-08-01
1715,2024-07-01,Monthly,299,Hyderabad,2024-08-01
1716,2024-07-01,Monthly,299,Bengaluru,
1717,2024-07-01,Monthly,299,Delhi,2024-08-01
1718,2024-07-01,Monthly,299,Jaipur,2024-08-01
1719,2024-07-01,Monthly,299,Ahmedabad,2024-10-01
1720,2024-07-01,Monthly,299,Bengaluru,2025-02-01
1721,2024-07-01,Monthly,299,Jaipur,2026-01-01
1722,2024-07-01,Monthly,299,Hyderabad,2024-12-01
1723,2024-07-01,Monthly,299,Mumbai,2025-03-01
1724,2024-07-01,Monthly,299,Chennai,
1725,2024-07-01,Monthly,299,Delhi,2025-09-01
1726,2024-07-01,Monthly,299,Mumbai,2024-09-01
1727,2024-07-01,Annual,2499,Ahmedabad,
1728,2024-07-01,Monthly,299,Ahmedabad,
1729,2024-07-01,Monthly,299,Mumbai,2025-09-01
1730,2024-07-01,Monthly,299,Bengaluru,
1731,2024-07-01,Monthly,299,Patna,2025-02-01
1732,2024-07-01,Monthly,299,Mumbai,
1733,2024-07-01,Monthly,299,Chennai,2025-02-01
1734,2024-07-01,Annual,2499,Delhi,
1735,2024-07-01,Monthly,299,Bengaluru,2024-08-01
1736,2024-07-01,Annual,2499,Pune,2026-04-01
1737,2024-07-01,Annual,2499,Hyderabad,2026-02-01
1738,2024-07-01,Annual,2499,Jaipur,
1739,2024-07-01,Monthly,299,Patna,2024-10-01
1740,2024-07-01,Monthly,299,Kolkata,2025-03-01
1741,2024-07-01,Monthly,299,Jaipur,
1742,2024-07-01,Annual,2499,Hyderabad,
1743,2024-07-01,Annual,2499,Jaipur,2026-06-01
1744,2024-07-01,Monthly,299,Kolkata,2024-08-01
1745,2024-07-01,Annual,2499,Hyderabad,
1746,2024-07-01,Annual,2499,Delhi,
1747,2024-07-01,Annual,2499,Delhi,2025-09-01
1748,2024-07-01,Annual,2499,Ahmedabad,
1749,2024-07-01,Monthly,299,Chennai,2025-05-01
1750,2024-07-01,Monthly,299,Bengaluru,2025-02-01
1751,2024-07-01,Annual,2499,Mumbai,2024-08-01
1752,2024-07-01,Monthly,299,Delhi,2026-08-01
1753,2024-07-01,Monthly,299,Hyderabad,2026-01-01
1754,2024-07-01,Annual,2499,Patna,
1755,2024-08-01,Annual,2499,,
1756,2024-08-01,Annual,2499,Hyderabad,
1757,2024-08-01,Monthly,299,Ahmedabad,2024-10-01
1758,2024-08-01,Monthly,299,Pune,2025-08-01
1759,2024-08-01,Monthly,299,Chennai,2024-09-01
1760,2024-08-01,Monthly,299,Pune,2025-03-01
1761,2024-08-01,Annual,2499,Jaipur,
1762,2024-08-01,Monthly,299,Hyderabad,
1763,2024-08-01,Monthly,299,Jaipur,2026-08-01
1764,2024-08-01,Monthly,299,Jaipur,2025-06-01
1765,2024-08-01,Monthly,299,Mumbai,
1766,2024-08-01,Monthly,299,Jaipur,2024-10-01
1767,2024-08-01,Monthly,299,Hyderabad,2024-09-01
1768,2024-08-01,Monthly,299,Patna,2026-07-01
1769,2024-08-01,Monthly,299,Pune,2024-11-01
1770,2024-08-01,Annual,2499,Mumbai,2025-08-01
1771,2024-08-01,Monthly,299,Jaipur,2025-05-01
1772,2024-08-01,Monthly,299,Patna,2025-11-01
1773,2024-08-01,Monthly,299,Pune,2024-10-01
1774,2024-08-01,Monthly,299,Bengaluru,2025-01-01
1775,2024-08-01,Monthly,299,Delhi,2024-10-01
1776,2024-08-01,Monthly,299,Pune,2026-07-01
1777,2024-08-01,Monthly,299,Hyderabad,2024-12-01
1778,2024-08-01,Annual,2499,Hyderabad,2025-01-01
1779,2024-08-01,Monthly,299,Pune,2024-09-01
1780,2024-08-01,Monthly,299,Chennai,2024-11-01
1781,2024-08-01,Monthly,299,Hyderabad,2025-12-01
1782,2024-08-01,Monthly,299,Patna,2024-10-01
1783,2024-08-01,Monthly,299,Ahmedabad,
1784,2024-08-01,Annual,2499,Mumbai,
1785,2024-08-01,Monthly,299,Ahmedabad,2026-02-01
1786,2024-08-01,Monthly,299,Ahmedabad,2024-09-01
1787,2024-08-01,Monthly,299,Jaipur,
1788,2024-08-01,Annual,2499,Ahmedabad,
1789,2024-08-01,Monthly,299,Jaipur,2025-09-01
1790,2024-08-01,Monthly,299,Delhi,
1791,2024-08-01,Monthly,299,Pune,2025-06-01
1792,2024-08-01,Monthly,299,Kolkata,2025-01-01
1793,2024-08-01,Monthly,299,Chennai,
1794,2024-08-01,Annual,2499,Mumbai,2024-09-01
1795,2024-08-01,Monthly,299,Hyderabad,2025-05-01
1796,2024-08-01,Annual,2499,Mumbai,2026-05-01
1797,2024-08-01,Monthly,299,Ahmedabad,2025-04-01
1798,2024-08-01,Monthly,299,Jaipur,
1799,2024-08-01,Annual,2499,Pune,2026-05-01
1800,2024-08-01,Monthly,299,Hyderabad,2025-06-01
1801,2024-08-01,Monthly,299,Ahmedabad,
1802,2024-08-01,Monthly,299,Jaipur,2025-02-01
1803,2024-08-01,Annual,2499,Bengaluru,
1804,2024-08-01,Monthly,299,Chennai,2024-10-01
1805,2024-08-01,Monthly,299,Mumbai,
1806,2024-08-01,Annual,2499,Bengaluru,2025-12-01
1807,2024-08-01,Annual,2499,Mumbai,
1808,2024-08-01,Monthly,299,Pune,2025-12-01
1809,2024-08-01,Monthly,299,Delhi,2026-03-01
1810,2024-08-01,Monthly,299,Patna,2024-12-01
1811,2024-08-01,Monthly,299,Kolkata,2025-05-01
1812,2024-08-01,Monthly,299,Mumbai,
1813,2024-08-01,Annual,2499,Chennai,
1814,2024-08-01,Monthly,299,Jaipur,
1815,2024-08-01,Monthly,299,Jaipur,
1816,2024-08-01,Monthly,299,Mumbai,2025-08-01
1817,2024-08-01,Monthly,299,Patna,2025-07-01
1818,2024-08-01,Annual,2499,Pune,
1819,2024-08-01,Annual,2499,Chennai,
1820,2024-08-01,Monthly,299,Mumbai,2026-02-01
1821,2024-08-01,Monthly,299,Chennai,2024-10-01
1822,2024-08-01,Monthly,299,Pune,2024-09-01
1823,2024-08-01,Annual,2499,Mumbai,
1824,2024-08-01,Annual,2499,Ahmedabad,
1825,2024-08-01,Monthly,299,Jaipur,2024-11-01
1826,2024-08-01,Monthly,299,Jaipur,2024-11-01
1827,2024-08-01,Monthly,299,Pune,2025-09-01
1828,2024-08-01,Monthly,299,Hyderabad,2025-05-01
1829,2024-08-01,Monthly,299,Chennai,2025-07-01
1830,2024-08-01,Monthly,299,Bengaluru,2025-01-01
1831,2024-08-01,Monthly,299,Pune,2025-07-01
1832,2024-08-01,Monthly,299,Mumbai,2026-07-01
1833,2024-08-01,Monthly,299,Patna,2025-02-01
1834,2024-08-01,Monthly,299,Ahmedabad,2024-09-01
1835,2024-08-01,Monthly,299,Patna,2024-09-01
1836,2024-08-01,Monthly,299,Patna,2024-09-01
1837,2024-08-01,Monthly,299,Kolkata,
1838,2024-08-01,Annual,2499,Jaipur,
1839,2024-08-01,Monthly,299,Bengaluru,2024-11-01
1840,2024-08-01,Monthly,299,Delhi,2026-04-01
1841,2024-08-01,Monthly,299,Chennai,
1842,2024-08-01,Annual,2499,Hyderabad,
1843,2024-08-01,Annual,2499,Delhi,
1844,2024-08-01,Monthly,299,Hyderabad,2024-10-01
1845,2024-08-01,Monthly,299,Pune,2026-01-01
1846,2024-08-01,Annual,2499,Kolkata,
1847,2024-08-01,Monthly,299,Delhi,2025-02-01
1848,2024-08-01,Monthly,299,Hyderabad,2025-09-01
1849,2024-08-01,Monthly,299,Bengaluru,2024-11-01
1850,2024-08-01,Monthly,299,Jaipur,2024-09-01
1851,2024-08-01,Monthly,299,Bengaluru,2024-09-01
1852,2024-08-01,Annual,2499,Ahmedabad,
1853,2024-08-01,Monthly,299,Ahmedabad,2024-09-01
1854,2024-08-01,Monthly,299,Delhi,
1855,2024-08-01,Annual,2499,Ahmedabad,
1856,2024-08-01,Monthly,299,Jaipur,2024-12-01
1857,2024-08-01,Monthly,299,Kolkata,2025-08-01
1858,2024-08-01,Annual,2499,Bengaluru,2024-09-01
1859,2024-08-01,Monthly,299,Ahmedabad,2026-04-01
1860,2024-08-01,Annual,2499,Chennai,2026-04-01
1861,2024-08-01,Monthly,299,Delhi,2024-09-01
1862,2024-08-01,Annual,2499,Jaipur,
1863,2024-08-01,Monthly,299,Ahmedabad,2024-09-01
1864,2024-08-01,Annual,2499,Hyderabad,
1865,2024-08-01,Monthly,299,Chennai,2025-05-01
1866,2024-08-01,Annual,2499,Mumbai,2024-09-01
1867,2024-08-01,Monthly,299,Hyderabad,2024-09-01
1868,2024-08-01,Monthly,299,Patna,
1869,2024-08-01,Monthly,299,Patna,
1870,2024-08-01,Monthly,299,Bengaluru,2024-11-01
1871,2024-08-01,Monthly,299,Bengaluru,2024-09-01
1872,2024-08-01,Monthly,299,Kolkata,2025-01-01
1873,2024-08-01,Monthly,299,Bengaluru,2025-10-01
1874,2024-08-01,Annual,2499,Pune,
1875,2024-08-01,Annual,2499,Delhi,
1876,2024-08-01,Monthly,299,Hyderabad,
1877,2024-08-01,Monthly,299,Pune,2025-02-01
1878,2024-08-01,Annual,2499,Mumbai,
1879,2024-08-01,Monthly,299,Bengaluru,2024-10-01
1880,2024-08-01,Monthly,299,Hyderabad,2024-09-01
1881,2024-08-01,Monthly,299,Kolkata,2024-12-01
1882,2024-08-01,Monthly,299,Bengaluru,2025-10-01
1883,2024-08-01,Monthly,299,Hyderabad,
1884,2024-08-01,Monthly,299,Pune,2024-12-01
1885,2024-08-01,Monthly,299,Patna,2024-10-01
1886,2024-08-01,Monthly,299,Bengaluru,2024-09-01
1887,2024-08-01,Annual,2499,Pune,
1888,2024-08-01,Monthly,299,Delhi,2025-01-01
1889,2024-08-01,Annual,2499,Chennai,
1890,2024-08-01,Annual,2499,Delhi,
1891,2024-08-01,Monthly,299,Delhi,
1892,2024-08-01,Annual,2499,Chennai,
1893,2024-08-01,Monthly,299,Kolkata,2026-02-01
1894,2024-08-01,Annual,2499,Ahmedabad,
1895,2024-08-01,Monthly,299,Ahmedabad,2025-05-01
1896,2024-08-01,Monthly,299,Hyderabad,2025-04-01
1897,2024-08-01,Annual,2499,Delhi,
1898,2024-08-01,Monthly,299,Chennai,
1899,2024-08-01,Monthly,299,Delhi,2025-08-01
1900,2024-08-01,Annual,2499,Ahmedabad,
1901,2024-08-01,Annual,2499,Delhi,
1902,2024-08-01,Monthly,299,,2024-09-01
1903,2024-08-01,Monthly,299,Jaipur,2024-11-01
1904,2024-08-01,Monthly,299,Pune,2024-11-01
1905,2024-08-01,Monthly,299,Chennai,
1906,2024-08-01,Monthly,299,Chennai,2026-01-01
1907,2024-08-01,Monthly,299,Hyderabad,2025-09-01
1908,2024-08-01,Monthly,299,Ahmedabad,2025-07-01
1909,2024-08-01,Monthly,299,Pune,2024-09-01
1910,2024-08-01,Monthly,299,Pune,2024-11-01
1911,2024-08-01,Monthly,299,Hyderabad,2025-02-01
1912,2024-08-01,Annual,2499,Pune,
1913,2024-08-01,Monthly,299,Mumbai,2025-06-01
1914,2024-08-01,Annual,2499,Pune,
1915,2024-08-01,Monthly,299,Kolkata,
1916,2024-08-01,Monthly,299,Pune,2025-07-01
1917,2024-08-01,Monthly,299,Delhi,
1918,2024-08-01,Monthly,299,Hyderabad,2024-09-01
1919,2024-08-01,Monthly,299,Chennai,2024-10-01
1920,2024-08-01,Monthly,299,Delhi,2024-09-01
1921,2024-08-01,Monthly,299,Pune,2025-04-01
1922,2024-08-01,Monthly,299,Pune,2025-09-01
1923,2024-08-01,Monthly,299,Jaipur,
1924,2024-08-01,Monthly,299,Patna,2025-02-01
1925,2024-08-01,Annual,2499,Mumbai,
1926,2024-08-01,Monthly,299,Pune,2024-11-01
1927,2024-08-01,Monthly,299,Hyderabad,2024-12-01
1928,2024-08-01,Monthly,299,Mumbai,2024-10-01
1929,2024-08-01,Annual,2499,Chennai,
1930,2024-08-01,Monthly,299,Ahmedabad,2024-12-01
1931,2024-08-01,Monthly,299,Pune,
1932,2024-08-01,Annual,2499,Delhi,
1933,2024-08-01,Monthly,299,Chennai,
1934,2024-08-01,Monthly,299,Chennai,
1935,2024-08-01,Monthly,299,Mumbai,
1936,2024-08-01,Monthly,299,Delhi,2024-09-01
1937,2024-08-01,Monthly,299,Ahmedabad,
1938,2024-08-01,Monthly,299,Hyderabad,2024-11-01
1939,2024-08-01,Monthly,299,Delhi,2024-10-01
1940,2024-08-01,Monthly,299,Bengaluru,2026-02-01
1941,2024-08-01,Annual,2499,Chennai,
1942,2024-08-01,Annual,2499,Pune,2025-03-01
1943,2024-08-01,Monthly,299,Hyderabad,
1944,2024-08-01,Monthly,299,Mumbai,
1945,2024-08-01,Monthly,299,Ahmedabad,2026-06-01
1946,2024-08-01,Monthly,299,Hyderabad,
1947,2024-08-01,Monthly,299,Ahmedabad,2024-10-01
1948,2024-08-01,Monthly,299,Kolkata,2024-09-01
1949,2024-08-01,Annual,2499,Ahmedabad,
1950,2024-08-01,Monthly,299,Pune,2024-09-01
1951,2024-08-01,Monthly,299,Jaipur,2026-05-01
1952,2024-08-01,Monthly,299,Ahmedabad,2025-09-01
1953,2024-08-01,Monthly,299,Mumbai,2025-07-01
1954,2024-08-01,Monthly,299,Ahmedabad,2025-03-01
1955,2024-08-01,Annual,2499,Patna,
1956,2024-08-01,Monthly,299,Delhi,2025-08-01
1957,2024-08-01,Monthly,299,Mumbai,2025-07-01
1958,2024-08-01,Monthly,299,Ahmedabad,2026-07-01
1959,2024-08-01,Monthly,299,Mumbai,2024-09-01
1960,2024-08-01,Monthly,299,Kolkata,2025-05-01
1961,2024-08-01,Monthly,299,Kolkata,2025-07-01
1962,2024-08-01,Monthly,299,Patna,2025-04-01
1963,2024-08-01,Annual,2499,Delhi,
1964,2024-08-01,Annual,2499,Pune,
1965,2024-08-01,Monthly,299,Jaipur,
1966,2024-08-01,Monthly,299,Hyderabad,2024-11-01
1967,2024-08-01,Annual,2499,Kolkata,
1968,2024-08-01,Monthly,299,Ahmedabad,2026-04-01
1969,2024-08-01,Monthly,299,Bengaluru,2026-01-01
1970,2024-08-01,Monthly,299,Hyderabad,2024-09-01
1971,2024-08-01,Monthly,299,Pune,2025-01-01
1972,2024-08-01,Annual,2499,Ahmedabad,2026-04-01
1973,2024-08-01,Monthly,299,Bengaluru,2025-04-01
1974,2024-08-01,Monthly,299,Pune,2024-11-01
1975,2024-08-01,Annual,2499,Ahmedabad,
1976,2024-08-01,Annual,2499,Bengaluru,
1977,2024-08-01,Annual,2499,Delhi,
1978,2024-08-01,Monthly,299,Delhi,2025-03-01
1979,2024-08-01,Monthly,299,Hyderabad,2024-09-01
1980,2024-08-01,Annual,2499,Hyderabad,2025-10-01
1981,2024-08-01,Annual,2499,Ahmedabad,
1982,2024-08-01,Monthly,299,Hyderabad,2025-10-01
1983,2024-08-01,Annual,2499,Bengaluru,
1984,2024-08-01,Annual,2499,Kolkata,
1985,2024-08-01,Annual,2499,Pune,2024-11-01
1986,2024-08-01,Monthly,299,Delhi,2024-11-01
1987,2024-08-01,Monthly,299,Mumbai,
1988,2024-08-01,Annual,2499,Ahmedabad,2025-11-01
1989,2024-08-01,Monthly,299,Pune,2024-11-01
1990,2024-08-01,Monthly,299,Delhi,2026-06-01
